the-avengers-earth-s-mightiest-heroes	series	The Avengers: Earth's Mightiest Heroes	2010	22	2	Action|Adventure|Animation|Sci-Fi|Fantasy|Family	TV-Y7	Marvel	4	4	tense|gentle|rewatchable	1	en	/r1JDhMrqCOZKh7lc0vQlRYQ46cE.jpg	33623	The most powerful villains on the planet escape from prison. However, none of the superheroes can st
full-house	series	Full House	1987	25	8	Comedy|Family	TV-G	Hulu on Disney+	2	5	comedic|gentle|comfort-watch|witty|classic|rewatchable	1	en	/7g0EyKsIaYjYw3gCIBKMHHE0Kcu.jpg	4313	After the death of his wife, Danny enlists his best friend and his brother-in-law to help raise his
family-matters	series	Family Matters	1989	23	9	Comedy|Family	TV-G	Hulu on Disney+	3	5	comedic|gentle|witty|classic	1	en	/tT7C8BLZSNQJnjNCz9ZLohIHJAz.jpg	2685	A long-running dramedy centering on the Winslow family, a middle-class African American family livin
bluey	series	Bluey	2018	7	4	Animation|Comedy|Family	TV-Y	Disney	1	5	comedic|gentle|comfort-watch|nostalgic|rewatchable	1	en	/9p4pNoGcuyCfHcGWKNrTopqMWtq.jpg	82728	Bluey is an inexhaustible six year-old Blue Heeler dog, who loves to play and turns everyday family
ducktales	series	DuckTales	2017	23	3	Family|Comedy|Animation	TV-Y7	Disney	3	5	gentle|comedic|rewatchable	1	en	/3klapeIKLp9IBy4uHo7szTeMTdQ.jpg	72350	The adventures of billionaire Scrooge McDuck and his nephews Huey, Dewey and Louie, their famous unc
the-wonder-years	series	The Wonder Years	1988	24	6	Comedy|Drama|Family	TV-PG	Hulu on Disney+	2	5	comedic|emotional|gentle|comfort-watch|nostalgic|classic	1	en	/tkaduqdhFrF1vp8L55OJfB5jw8Z.jpg	4500	The story of Kevin Arnold facing the trials and tribulations of youth while growing up during the 19
resident-evil-welcome-to-raccoon-city	movie	Resident Evil: Welcome to Raccoon City	2021	107	0	Action|Horror|Sci-Fi	R	Hulu on Disney+	5	1	tense|grim|tearjerker|emotional|bleak	0	en	/bArhvjRHl535XMaSh9VjInF2mSZ.jpg	460458	Once the booming home of pharmaceutical giant Umbrella Corporation, Raccoon City is now a dying Midw
avengers-infinity-war	movie	Avengers: Infinity War	2018	149	0	Adventure|Action|Sci-Fi	PG-13	Marvel	5	1	tense|grim|bleak|nail-biting|rewatchable	0	en	/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg	299536	As the Avengers and their allies have continued to protect the world from threats too large for any
the-shield	series	The Shield	2002	45	7	Crime|Drama|Action|Adventure	TV-MA	Hulu on Disney+	5	1	grim|emotional|tense|bleak|rewatchable	0	en	/AfdZXqqlFsPUEfi6kWWWthxw7Nz.jpg	1414	The story of an inner-city Los Angeles police precinct where some of the cops aren't above breaking
burn-notice	series	Burn Notice	2007	45	7	Action|Adventure|Drama|Crime	TV-PG	Hulu on Disney+	4	3	tense|emotional|grim|rewatchable	0	en	/o2fnD3SNiQjGVgA2C3ezaeh2HK.jpg	2919	A formerly blacklisted spy uses his unique skills and training to help people in desperate situation
the-avengers	movie	The Avengers	2012	143	0	Sci-Fi|Action|Adventure	PG-13	Marvel	4	3	tense|rewatchable	0	en	/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg	24428	When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of th
spider-man-no-way-home	movie	Spider-Man: No Way Home	2021	148	0	Action|Adventure|Sci-Fi	PG-13	Marvel	3	3	tense|tearjerker|emotional|rewatchable	0	en	/1g0dhYtq4irTY1GPXvft6k4YLjm.jpg	634649	Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of bein
the-eminence-in-shadow	series	The Eminence in Shadow	2022	24	2	Animation|Comedy|Sci-Fi|Fantasy|Action|Adventure|Anime	TV-14	Hulu on Disney+	4	5	comedic|tense|witty|anime|gentle|rewatchable	0	ja	/7JKYmtLydAwo9ZsEmAknZiO4U8g.jpg	119495	Shadowbrokers are those who go unnoticed, posing as unremarkable people, when in truth, they control
mob-psycho-100	series	Mob Psycho 100	2016	24	3	Animation|Action|Adventure|Comedy|Sci-Fi|Fantasy|Anime	TV-14	Hulu on Disney+	3	5	tense|comedic|gentle|comfort-watch|nostalgic|anime	0	ja	/vR7hwaGQ0ySRoq1WobiNRaPs4WO.jpg	67075	Shigeo Kageyama, a.k.a. "Mob," is a boy who has trouble expressing himself, but who happens to be a
deadpool-wolverine	movie	Deadpool & Wolverine	2024	128	0	Action|Comedy|Sci-Fi	R	Marvel	4	4	tense|comedic|rewatchable	0	en	/8cdWjvZQUExUUTzyp4t6EDMubfO.jpg	533535	A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary,
marvel-s-the-punisher	series	Marvel's The Punisher	2017	53	2	Action|Adventure|Crime|Drama	TV-MA	Marvel	4	3	tense|grim|emotional|rewatchable	0	en	/tM6xqRKXoloH9UchaJEyyRE9O1w.jpg	67178	A former Marine out to punish the criminals responsible for his family's murder finds himself ensnar
the-unit	series	The Unit	2006	42	4	Action|Adventure|Drama	TV-14	Star	4	3	tense|emotional	0	en	/ftwhXqizcVRo4pgqFnTysR9tAIM.jpg	2321	A covert team of special forces operatives risk their lives on undercover missions around the globe,
avatar-fire-and-ash	movie	Avatar: Fire and Ash	2025	198	0	Sci-Fi|Adventure|Fantasy	PG-13	Star	4	4	slow-burn|rewatchable	0	en	/bRBeSHfGHwkEpImlhxPmOcUsaeg.jpg	83533	In the wake of the devastating war against the RDA and the loss of their eldest son, Jake Sully and
iron-man-2	movie	Iron Man 2	2010	124	0	Adventure|Action|Sci-Fi	PG-13	Marvel	4	3	tense	0	en	/6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg	10138	With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor To
spider-man-across-the-spider-verse	movie	Spider-Man: Across the Spider-Verse	2023	140	0	Animation|Action|Adventure|Sci-Fi	PG	Disney	4	4	tense|rewatchable	1	en	/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg	569094	After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulte
the-devil-is-a-part-timer	series	The Devil Is a Part-Timer!	2013	24	2	Animation|Comedy|Action|Adventure|Sci-Fi|Fantasy|Anime	TV-14	Hulu on Disney+	3	5	comedic|tense|emotional|anime|gentle	0	ja	/55jYHFT8iJuASF8Mzg0V8Dh3N3M.jpg	45997	Foiled by a hero when he’s inches away from conquering the world, the devil finds himself in modern-
